SoftMatch,p,i,0,0.690666667,0.010498677
SoftMatch,p,i,0.2,0.688,0.016329932
SoftMatch,p,i,0.4,0.693333333,0.014727148
SoftMatch,p,i,0.6,0.698666667,0.015434449
SoftMatch,p,i,0.8,0.696,0.011775681
SoftMatch,p,i,1,0.696,0.018184242
SoftMatch,c,p,0,0.961333333,0.00942809
SoftMatch,c,p,0.2,0.949333333,0.016438437
SoftMatch,c,p,0.4,0.932,0.009797959
SoftMatch,c,p,0.6,0.94,0.029028721
SoftMatch,c,p,0.8,0.924,0.019595918
SoftMatch,c,p,1,0.892,0.034409301
SoftMatch,p,c,0,0.690666667,0.010498677
SoftMatch,p,c,0.2,0.701333333,0.004988877
SoftMatch,p,c,0.4,0.706666667,0.004988877
SoftMatch,p,c,0.6,0.7,0.005656854
SoftMatch,p,c,0.8,0.676,0.027904599
SoftMatch,p,c,1,0.686666667,0.01798765
SoftMatch,i,p,0,0.908,0.014236104
SoftMatch,i,p,0.2,0.901333333,0.024513035
SoftMatch,i,p,0.4,0.902666667,0.024729649
SoftMatch,i,p,0.6,0.890666667,0.00942809
SoftMatch,i,p,0.8,0.886666667,0.009977753
SoftMatch,i,p,1,0.838666667,0.042499673
SoftMatch,i,c,0,0.9,0.031155524
SoftMatch,i,c,0.2,0.913333333,0.029454296
SoftMatch,i,c,0.4,0.917333333,0.024513035
SoftMatch,i,c,0.6,0.902666667,0.021249837
SoftMatch,i,c,0.8,0.894666667,0.023626727
SoftMatch,i,c,1,0.890666667,0.020741799
